"CAS番号","物質名","安衛法","皮膚等障害","がん原性","濃度基準値","安衛法危険物","特化則","特別管理物質","有機則","鉛則","粉じん則","化管法","毒劇法","消防法品名","化審法","大防法","水濁法有害物質","土対法","女性則","備考","出所"
"-","潤滑油・鉱油","非該当","","","","","","","","","","","","第4類 第4石油類","","","","","","廃棄時は廃油として産業廃棄物","内蔵"
"-","切削油(水溶性)","要確認","要確認","","","","","","","","","要確認","","","","","","","","配合成分のSDSで個別に判定が必要","内蔵"
"-","切削油(不水溶性)","要確認","","","","","","","","","","","","第4類 第4石油類","","","","","","配合成分のSDSで個別に判定が必要。引火点により品名が変わる","内蔵"
"-","動植物油","対象物","","","","","","","","","","","","第4類 動植物油類","","","","","","","内蔵"
"7429-90-5","アルミニウム粉","対象物","","","","該当","","","","","該当","","","第2類 金属粉・マグネシウム 第2種","","","","","","","内蔵"
"7439-95-4","マグネシウム","対象物","","","","該当","","","","","","","","第2類 金属粉・マグネシウム 第2種","","","","","","","内蔵"
"7440-66-6","亜鉛粉","対象物","","","","該当","","","","","","","","第2類 金属粉・マグネシウム 第2種","","","要確認","","","","内蔵"
"7439-89-6","鉄粉","対象物","","","","","","","","","該当","","","第2類 鉄粉","","","","","","","内蔵"
"7704-34-9","硫黄","対象物","","","","","","","","","","","","第2類 硫黄・赤りん・硫化りん","","","","","","","内蔵"
"7723-14-0","赤りん","対象物","","","","該当","","","","","","","","第2類 硫黄・赤りん・硫化りん","","","","","","","内蔵"
"12185-10-3","黄りん","対象物","該当","","","該当","","","","","","第一種","毒物","第3類 黄りん","","","","","","","内蔵"
"7440-23-5","ナトリウム","対象物","該当","","","該当","","","","","","","","第3類 自然発火性物質・禁水性物質 第1種","","","","","","","内蔵"
"1305-78-8","酸化カルシウム","対象物","該当","","該当","","","","","","","","劇物","","","","","","","生石灰。水と反応して発熱","内蔵"
"7727-37-9","窒素","非該当","","","","","","","","","","","","","","","","","","高圧ガス保安法。単純窒息性ガス。酸素欠乏に注意","内蔵"
"7440-37-1","アルゴン","非該当","","","","","","","","","","","","","","","","","","高圧ガス保安法。単純窒息性ガス","内蔵"
"7782-44-7","酸素","対象物","","","","","","","","","","","","","","","","","","高圧ガス保安法。支燃性ガス","内蔵"
"124-38-9","二酸化炭素","非該当","","","","","","","","","","","","","","","","","","高圧ガス保安法。単純窒息性ガス","内蔵"
"74-86-2","アセチレン","対象物","","","","該当","","","","","","","","","","","","","","高圧ガス保安法。可燃性ガス","内蔵"
"1333-74-0","水素","対象物","","","","該当","","","","","","","","","","","","","","高圧ガス保安法。可燃性ガス","内蔵"
"7440-59-7","ヘリウム","非該当","","","","","","","","","","","","","","","","","","高圧ガス保安法。単純窒息性ガス","内蔵"
"74-98-6","プロパン","対象物","","","該当","該当","","","","","","","","","","","","","","高圧ガス保安法。液化石油ガス","内蔵"
"106-97-8","ブタン","対象物","","","該当","該当","","","","","","","","","","","","","","高圧ガス保安法。液化石油ガス","内蔵"
"50-18-0","２－［ビス（２－クロロエチル）アミノ］－２－オキソ－１，３，２λ（５）－オキサザホスフィナン","対象物","","該当","","","","","","","","","","","","","","","","","NITE-CHRIP"
"50-21-5","２－ヒドロキシプロパン酸","対象物","該当","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"50-29-3","１，１，１－トリクロロ－２，２－ビス（４－クロロフェニル）エタン","対象物","","該当","","","","","","","","","","","第一種特定","","","","","","NITE-CHRIP"
"50-31-7","２，３，６－トリクロロ安息香酸","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"50-32-8","ベンゾ［ａ］ピレン","対象物","該当","該当","","","","","","","","","","","","","","","","","NITE-CHRIP"
"50-44-2","１，９－ジヒドロ－６Ｈ－プリン－６－チオン","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"50-78-2","ｏ－アセトキシ安息香酸","対象物","該当","","該当","","","","","","","","","","","","","","","","NITE-CHRIP"
"51-21-8","５－フルオロピリミジン－２，４（１Ｈ，３Ｈ）－ジオン","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"51-28-5","２，４－ジニトロフェノール","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"51-48-9","（Ｓ）－２－アミノ－３－［４－（４－ヒドロキシ－３，５－ジヨードフェノキシ）－３，５－ジヨードフェニル］プロパン酸","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"51-52-5","２，３－ジヒドロ－６－プロピル－２－チオキソ－４（１Ｈ）－ピリミジノン","対象物","","該当","","","","","","","","","","","","","","","","","NITE-CHRIP"
"51-55-8","α－ヒドロキシメチルフェニル酢酸８－メチル－８－アザアビシクロ［３，２，１］オクト－３－イル","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"51-75-2","Ｎ－メチルビス（２－クロロエチル）アミン","対象物","該当","該当","","","","","","","","","","","","","","","","","NITE-CHRIP"
"51-79-6","エチル＝カルバマート","対象物","","該当","","","","","","","","","","","","","","","","","NITE-CHRIP"
"52-24-4","トリス（アジリジン－１－イル）ホスファン＝スルフィド","対象物","","該当","","","","","","","","","","","","","","","","","NITE-CHRIP"
"52-51-7","２－ブロモ－２－ニトロ－１，３－プロパンジオール","対象物","該当","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"52-68-6","ジメチル＝２，２，２－トリクロロ－１－ヒドロキシエチルホスホナート","対象物","該当","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"52-86-8","４－［４－（４－クロロフェニル）－４－ヒドロキシ－１－ピペリジル］－１－（４－フルオロフェニル）ブタン－１－オン","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"52-90-4","Ｌ－システイン","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"53-16-7","３－ヒドロキシエストラ－１，３，５（１０）－トリエン－１７－オン","対象物","","該当","","","","","","","","","","","","","","","","","NITE-CHRIP"
"53-19-0","１，１－ジクロロ－２－（２－クロロフェニル）－２－（４－クロロフェニル）エタン","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"53-70-3","ベンゾ［ｋ］テトラフェン","対象物","該当","該当","","","","","","","","","","","","","","","","","NITE-CHRIP"
"54-64-8","ナトリウム＝エタニド（２－スルフィド－κＳ－ベンゾアト－κＯ）メルクラート（１－）","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
"54-85-3","ピリジン－４－カルボン酸ヒドラジド","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"55-18-5","Ｎ－ニトロソジエチルアミン","対象物","該当","該当","","","","","","","","","","","","","","","","","NITE-CHRIP"
"55-38-9","チオリン酸Ｏ，Ｏ－ジメチル－Ｏ－［３－メチル－４－（メチルチオ）フェニル］","対象物","該当","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"55-56-1","５，５’－ビス（４－クロロフェニル）－１，１’－ヘキサン－１，６－ジイルジビグアニド","対象物","該当","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"55-63-0","ニトログリセリン","対象物","該当","","該当","該当","","","","","","","","","","","","","","","NITE-CHRIP"
"55-68-5","（ニトラト－κＯ）（フェニル）水銀","対象物","該当","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"55-98-1","ブスルファン","対象物","","該当","","","","","","","","","","","","","","","","","NITE-CHRIP"
"56-18-8","イミノビスプロピルアミン","対象物","該当","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"56-24-6","ヒドロキシ（トリメチル）スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"56-35-9","１，１，１，３，３，３－ヘキサブタン－１－イルジスタンノキサン","対象物","","","","","","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"56-36-0","トリブチルスタンニル＝アセタート","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"56-38-2","Ｏ，Ｏ－ジエチル＝Ｏ－（４－ニトロフェニル）＝ホスホロチオアート","対象物","該当","","該当","","","","","","","","","","","","","","","","NITE-CHRIP"
"56-53-1","４，４’－［（Ｅ）－ヘキサ－３－エン－３，４－ジイル］ジフェノール","対象物","","該当","","","","","","","","","","","","","","","","","NITE-CHRIP"
"56-55-3","ベンゾ［ａ］アントラセン","対象物","該当","該当","","","","","","","","","","","","","","","","","NITE-CHRIP"
"56-72-4","Ｏ－（３－クロロ－４－メチル－２－オキソ－２Ｈ－クロメン－７－イル）＝Ｏ，Ｏ－ジエチル＝ホスホロチオアート","対象物","該当","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"56-75-7","２，２－ジクロロ－Ｎ－［（１Ｒ，２Ｒ）－１，３－ジヒドロキシ－１－（４－ニトロフェニル）プロパン－２－イル］アセトアミド","対象物","","該当","","","","","","","","","","","","","","","","","NITE-CHRIP"
